protocol,key_length,distance_to_alice,percentage,mean_qber,mean_qber_after_correction,mean_simulated_time,mean_repetitions
BB84,32,20,50,0.2540625,,147465377.9,4.53
BB84,64,20,50,0.25296875,,291373415.7,4.51
BB84,128,20,50,0.24875,,567620760.0,4.41
BB84,256,20,50,0.25109375,,1156159581.0,4.5
BB84,512,20,50,0.2495703125,,2289535052.0,4.46
